province;red;green;blue;x;x
2823;162;29;132;Moyomba;x
2824;26;229;50;Wankapampa;x
2825;208;231;17;Pisqupampa;x
2826;227;10;66;Chimbote;x
2827;234;182;195;Huaraz;x
2828;155;76;12;Camana;x
2829;212;200;121;Ayaviri;x
2830;212;54;121;Quero;x
2831;129;170;176;Tiahuanaco;x
2832;53;203;7;Exaltacion;x
2833;203;28;28;Madre de Dios;x
2834;229;187;219;Santa Cruz de la Sierra;x
2835;227;205;162;Sucre;x
2836;121;191;224;Tucuman;x
2837;164;195;139;Santa Catalina;x
2838;203;49;78;Tarija;x
2839;223;236;112;Puna de Atacama;x
2840;192;102;234;Calama;x
2841;87;166;169;Antofagasta;x
2842;74;6;176;Santiago del Estero;x
2843;115;227;215;La Rioja;x
2844;207;88;96;Chepes;x
2845;220;218;83;San Juan;x
2846;201;29;167;Quisquisacate;x
2847;61;225;80;San Luis;x
2848;112;183;0;Santa Fe;x
2849;195;231;140;Rosario;x
2850;238;42;55;Montevideo;x
2851;217;40;128;Colonia;x
2852;102;64;154;Salto;x
2853;239;193;128;Yareyu;x
2854;39;54;255;Chaco Central;x
2855;175;213;219;Misiones;x
2856;80;211;231;Highveld;x
2857;131;154;204;Rio Grande do Sul;x
2858;138;169;13;Santiago (Misiones);x
2859;243;235;206;Itapua;x
2860;179;64;89;Querandi;x
2861;130;104;224;Sauce;x
2862;28;77;217;Coquimbo;x
2863;220;131;82;Rio Negro;x
2864;16;91;52;Senqu;x
2865;196;165;91;Puelches;x
2866;234;27;27;Olavarria;x
2867;154;92;25;Chanar;x
2868;201;74;24;Bahia Blanca;x
2869;225;248;32;Florida Blanca;x
2870;198;12;148;Tehuelmapu;x
2871;162;91;52;Poya;x
2872;94;52;213;Chiquiyami;x
2873;141;225;31;Chiloe;x
2874;27;159;129;Aysen;x
2875;179;101;229;Chubut;x
2876;58;117;171;Teush;x
2877;97;56;208;Mendoza;x
2878;191;40;143;Matara;x
2879;9;140;159;Santa Tecla;x
2880;164;234;53;Griqualand;x
2881;124;22;150;Corumba;x
2882;140;215;23;Fuerte Borbon;x
2883;73;105;12;Melodia;x
2884;239;33;57;Povos das Missoes;x
2885;237;42;10;Barra;x
2886;219;26;16;Parnaiba;x
2887;13;172;47;Santa Catarina;x
2888;60;68;219;Cuiaba;x
2889;101;200;35;Rio Branco;x
2890;184;44;219;Marajo;x
2891;177;115;49;Santa Ana das Minas;x
2892;108;80;213;Araxas;x
2893;108;140;23;Ofaie;x
2894;51;88;196;Sao Joao del Rei;x
2895;50;191;200;Castro;x
2896;234;61;69;Campinas;x
2897;116;224;158;Araraquara;x
2898;237;44;0;Serro;x
2899;232;197;34;Vila Rica;x
2900;213;84;63;Guapore;x
2901;219;210;106;Cerejeiras;x
2902;30;80;222;Vila Bela;x
2903;225;47;5;Caceres Mato Grosso;x
2904;198;166;54;Diamantino;x
2905;227;31;59;Rio Das Mortes;x
2906;219;44;97;Ipora;x
2907;31;236;55;Vila Boa;x
2908;231;147;101;Formosa;x
2909;56;203;20;Conceicao;x
2910;220;138;41;Pontal;x
2911;83;46;201;Natividad;x
2912;232;205;202;Sergipe;x
2913;208;20;175;Jeremoabo;x
2914;62;16;191;Inhambupe;x
2915;133;105;215;Pambu;x
2916;200;153;63;Rio Contas;x
2917;81;145;18;Paratinga;x
2918;239;221;25;Campo Largo;x
2919;128;188;22;Luziana;x
2920;241;204;106;Coxim;x
2921;217;232;114;Alegoas;x
2922;21;102;201;Borborema;x
2923;218;229;92;Pastos Bons;x
2924;94;145;166;Timon;x
2925;49;196;123;Parnagua;x
2926;52;123;87;Grajau;x
2927;200;160;82;Alcantara;x
2928;229;22;80;Tucurui;x
2929;166;19;60;Para;x
2930;239;225;105;Santarem;x
2931;44;225;91;Pirara;x
2932;44;72;166;Waddai;x
2933;43;143;201;Faro;x
2934;222;176;35;Manaus;x
2935;239;49;105;Muturu;x
2936;72;80;35;Guyana;x
2937;225;45;45;Suriname;x
2938;236;171;15;Oiapoque;x
2939;236;78;0;Zaraza;x
2940;167;186;36;Chichas (Tupiza);x
2941;12;149;188;Choquechaca (Caracaras);x
2942;31;124;26;Charcas;x
2943;45;116;57;Chachapoyas;x
2944;219;84;58;Ucayali;x
2945;121;162;208;Yurimaguas;x
2946;42;72;201;Quillacas;x
2947;68;225;26;Macaya;x
2948;196;104;191;Matamba;x
2949;72;198;51;Mbata;x
2950;32;218;173;Buhera;x
2951;236;57;116;Manikya;x
2952;236;220;116;Madanda;x
2953;236;222;116;Hjälmaren;x
2954;29;59;159;Djerba;x
2955;107;121;191;Ingolstadt;x
2956;224;134;54;Straubing;x
2957;70;224;54;Regensburg;x
2958;239;33;81;Osterode;x
2959;255;133;59;Tarnow;x
2960;61;201;123;Sadecki;x
2961;241;249;20;Lwow;x
2962;208;213;71;Rowne;x
2963;85;232;161;Notec/Bydgoszcz;x
2964;75;169;217;Altmark;x
2965;52;253;37;Vogtland;x
2966;243;1;69;Glogau;x
2967;32;251;212;Eger;x
2968;88;163;215;Budejovice;x
2969;121;225;101;Sternberg;x
2970;255;239;163;Hradekco;x
2971;231;154;5;Hoya;x
2972;249;240;1;Paderborn;x
2973;255;162;53;Meppen;x
2974;248;19;19;Loon;x
2975;42;231;108;Kleves;x
2976;205;23;23;Umbria;x
2977;248;231;136;Urbino;x
2978;99;204;234;Arezzo;x
2979;192;219;10;Novara;x
2980;241;15;15;Lucca;x
2981;222;108;69;Asti;x
2982;227;135;53;Syracuse;x
2983;150;159;47;Salerno;x
2984;206;227;169;Costenza;x
2985;223;236;73;Capitanata;x
2986;55;246;23;Cagliari;x
2987;220;251;47;Urgell;x
2988;232;11;11;Tarragona;x
2989;200;58;78;Rioja;x
2990;181;150;96;Teruel;x
2991;243;21;172;Draunginian;x
2992;91;125;222;Albenga;x
2993;136;48;142;Stargard;x
2994;248;245;157;Greifswald;x
2995;234;228;174;Stolp;x
2996;229;171;33;Wismar;x
2997;34;25;232;Pomerelia;x
2998;48;193;191;Bucaresti;x
2999;255;90;203;Hormuz;x
3000;231;176;70;Nis;x
3001;232;5;5;Skopje;x
3002;134;198;192;Sarajevo;x
3003;188;110;220;Euboea;x
3004;52;185;243;Tyrconnell;x
3005;240;200;80;Oriel;x
3006;250;170;200;Antrim;x
3007;20;53;254;Offaly;x
3008;120;120;200;Galloway;x
3009;170;200;50;Ossory;x
3010;30;30;201;Ormond;x
3011;62;122;240;Upper_Central_Danube_River;x
3012;1;90;238;Thomond;x
3013;50;72;160;Central_Upper_Danube_River;x
3014;0;170;240;Mayo;x
3015;10;20;232;Lough Neagh;x
3016;53;0;252;Mann;x
3017;55;46;221;Central_Dnieper_River;x
3018;25;105;247;Argyll;x
3019;70;70;250;Strathclyde;x
3020;26;177;202;Dumfries;x
3021;75;123;175;Selkirk;x
3022;22;187;212;Durham;x
3023;184;176;147;Leeds;x
3024;108;117;156;Cheshire;x
3025;240;230;180;Warwickshire;x
3026;180;130;100;Leicestershire;x
3027;140;20;20;Cambridgeshire;x
3028;160;208;23;Suffolk;x
3029;200;80;20;Sussex;x
3030;200;206;36;Dorset;x
3031;50;175;75;Somerset;x
3032;207;230;193;Bogue;x
3033;250;190;10;Powys;x
3034;186;98;180;Brycheiniog;x
3035;240;170;200;Dyfed/Pembroke;x
3036;120;180;19;Ceredigion;x
3037;170;77;167;Agrigento;x
3038;162;94;84;Molise;x
3039;200;90;150;Capua;x
3040;200;129;22;Piombino;x
3041;220;179;115;Bologna;x
3042;230;228;176;Massa;x
3043;250;152;109;Pavia;x
3044;165;231;46;Saluzzo;x
3045;250;175;200;Aosta;x
3046;219;214;21;Genevois;x
3047;75;155;41;Bergamo;x
3048;50;175;150;Sudtirol;x
3049;94;99;42;Trieste;x
3050;97;124;14;Maribor;x
3051;186;174;225;Burgenland;x
3052;110;187;32;Sankt Pollen;x
3053;104;153;51;Schwabisch_Hall;x
3054;21;87;104;Lugano;x
3055;228;160;120;Basel;x
3056;198;44;47;Mosbach;x
3057;206;177;198;Groningen;x
3058;236;192;17;Drenthe;x
3059;155;199;22;Overijssel;x
3060;198;94;117;Betuwe;x
3061;184;97;184;Den Bosch;x
3062;221;198;85;Gravenhage;x
3063;217;168;0;Overmaas;x
3064;26;145;13;Westhoek;x
3065;238;177;64;Lilloise;x
3066;103;138;186;Arelerland;x
3067;215;186;53;Saint-Brieuc;x
3068;143;184;20;Cournaille;x
3069;205;113;192;Rombas;x
3070;157;64;108;Guise;x
3071;105;170;17;Châlons;x
3072;255;149;79;Chartres;x
3073;198;108;126;Évreux;x
3074;56;162;21;Cherbourg;x
3075;15;145;96;Dunois;x
3076;100;201;161;Tiszakerecseny;x
3077;157;150;0;Parthenay;x
3078;200;130;47;Fontenay;x
3079;159;182;67;Macuri;x
3080;203;106;48;Angoulême;x
3081;72;151;34;Agen;x
3082;201;192;22;BTPRemoved7for116;x
3083;166;213;23;Albret;x
3084;217;168;28;BTUReplacedBy4694;x
3085;255;132;167;Nimes;x
3086;180;98;35;Velay;x
3087;204;32;179;Aurillac;x
3088;242;140;79;Forez;x
3089;175;58;132;Valence;x
3090;236;162;23;Digne;x
3091;91;51;198;Macon;x
3092;205;125;18;Vesoul;x
3093;219;209;15;Troyes;x
3094;111;204;39;Fehérgyarmat;x
3095;16;143;26;Calatayud;x
3096;40;187;248;Nagykároly;x
3097;242;23;238;Kozárvár;x
3098;187;16;125;Oláhszentgyörgy;x
3099;35;135;20;Mérida;x
3100;244;98;13;Plasencia;x
3101;230;231;157;Kolozs;x
3102;201;133;0;Penzance;x
3103;220;182;5;Weston;x
3104;111;224;35;Minho;x
3105;175;57;107;Maidstone;x
3106;249;108;26;Ribatejo;x
3107;72;66;114;Folkstone;x
3108;170;54;26;Setúbal;x
3109;247;203;26;ReplacedBy4697;x
3110;239;101;10;Channel Islands;x
3111;52;109;216;Amerloq;x
3112;68;210;86;Kikertarsocitsiak;x
3113;250;216;20;Mellembygden;x
3114;180;73;162;Ísafjörður;x
3115;253;168;198;Austfirðir;x
3116;38;160;57;Eastbourne;x
3117;163;153;219;Oppland;x
3118;252;112;18;Romsdal;x
3119;252;152;242;Tromsø;x
3120;244;85;32;Kronoberg;x
3121;241;182;1;Kalmar;x
3122;131;88;201;Södermanland;x
3123;241;160;80;Uppland;x
3124;131;123;24;Ångermanland;x
3125;230;241;214;Worthing;x
3126;14;162;180;Basingstoke;x
3127;242;250;117;Westover;x
3128;185;193;23;Satakunta;x
3129;222;65;12;Poole;x
3130;152;91;27;Torquay;x
3131;176;241;153;Cheltenham;x
3132;85;110;28;Yarmouth;x
3133;58;27;4;Colchester;x
3134;243;150;166;Aabenraa;x
3135;155;199;24;North Frisia;x
3136;7;150;4;Southwold;x
3137;141;68;181;Ross;x
3138;225;171;45;Atholl;x
3139;244;166;199;Angus;x
3140;151;151;51;Bury;x
3141;44;207;52;Opole;x
3142;172;168;21;Opava;x
3143;251;141;89;Pardubice;x
3144;124;186;1;Peterborough;x
3145;158;158;99;Grimsby;x
3146;219;203;4;Ung;x
3147;8;90;138;Middlesbrough;x
3148;94;153;34;Szolnok;x
3149;142;170;253;Sunderland;x
3150;0;150;207;Aberdyfi;x
3151;254;181;10;Zala;x
3152;131;183;21;Szatmár;x
3153;243;79;66;Aberystwyth;x
3154;202;191;230;Kolozs;x
3155;2;113;190;Sweyse;x
3156;74;164;236;Suceava;x
3157;180;82;22;Bacau;x
3158;125;179;9;Bristol;x
3159;182;61;222;Balti;x
3160;181;162;23;Ilfov;x
3161;212;8;53;Creu;x
3162;156;231;95;Sowthende;x
3163;241;148;252;ReplacedBy4706;x
3164;243;113;105;Constanta;x
3165;194;66;3;Varna;x
3166;240;92;49;ReplacedBy4704;x
3167;139;230;100;Pirin;x
3168;55;142;78;Marsa;x
3169;231;116;231;Zagora;x
3170;254;112;140;Kirkkilise;x
3171;219;162;134;ReplacedBy4705;x
3172;251;55;192;ReplacedBy4702;x
3173;179;45;45;ReplacedBy4700;x
3174;194;207;41;Trikala;x
3175;140;3;222;Aetolia;x
3176;162;63;34;ReplacedBy4698;x
3177;99;180;135;Boeotia;x
3178;205;105;163;Achaea;x
3179;184;180;7;Argolis;x
3180;210;123;163;Chania;x
3181;242;152;113;Delvina;x
3182;251;104;185;Scutari;x
3183;71;146;105;Bitola;x
3184;201;191;10;Kotor;x
3185;149;70;202;Rasina;x
3186;240;221;186;Penrith;x
3187;245;145;69;Podrinje;x
3188;252;37;219;Rahó;x
3189;57;69;96;Teach Fiolta;x
3190;68;194;65;Požega;x
3191;223;173;14;Fiume;x
3192;114;207;82;Split;x
3193;21;104;166;Tropolje;x
3194;191;26;111;Usora;x
3195;35;136;30;Lemnos;x
3196;184;132;206;Modrus;x
3197;212;255;62;Julich;x
3198;96;222;71;Saarland;x
3199;217;141;59;Essen;x
3200;27;126;16;Mark;x
3201;116;255;102;Siegen;x
3202;220;110;104;Minden;x
3203;18;167;244;Lippe;x
3204;150;237;123;Hohenzollern;x
3205;196;122;49;ReplacedBy4712;x
3206;212;82;255;Heilbronn;x
3207;203;198;74;Darmstadt;x
3208;232;110;142;ReplacedBy4718;x
3209;53;137;251;Giessen;x
3210;36;157;26;Fulda;x
3211;91;195;244;ReplacedBy4716;x
3212;117;81;236;ReplacedBy4717;x
3213;80;147;75;Weimar;x
3214;212;143;33;Saale;x
3215;218;141;105;Göttingen;x
3216;237;235;59;Prignitz;x
3217;245;79;255;Stargard;x
3218;153;88;26;Omagh;x
3219;215;156;24;Cavan;x
3220;188;29;119;Czestochowa;x
3221;26;241;188;Radom;x
3222;208;221;103;Claremorris;x
3223;46;244;139;Biala;x
3224;234;44;44;Insterburg;x
3225;227;59;178;Sudovia;x
3226;232;200;134;Palanga;x
3227;145;109;32;Piltene;x
3228;113;107;12;Magh nAla;x
3229;156;209;142;Viljandi;x
3230;114;68;191;Haapsalu;x
3231;243;187;68;Hiiumaa;x
3232;8;59;67;Mainistir na Corann;x
3233;102;118;209;Uamhain;x
3234;82;187;87;Tradaree;x
3235;243;207;217;Nenagh;x
3236;95;207;65;Snamh-Rathainn;x
3237;22;67;165;O Dochartaigh;x
3238;64;121;56;Lutsk;x
3239;229;156;0;Zaslav;x
3240;229;134;2;Lannraig;x
3241;136;175;0;Vinnytsia;x
3242;86;192;121;Buhogard;x
3243;234;191;75;Nikitin Rog;x
3244;166;0;168;Qirim;x
3245;213;143;249;Kerch;x
3246;227;77;31;Romny;x
3247;219;63;40;Bakhmutka;x
3248;172;159;53;Lazistan;x
3249;160;133;75;Tao;x
3250;251;141;21;Klarjeti;x
3251;37;239;66;Meskheti;x
3252;186;210;15;Nikko;x
3253;195;102;65;Lori;x
3254;176;158;118;Ararat;x
3255;195;65;108;Khoy;x
3256;86;189;113;Syunik;x
3257;239;161;37;Talysh;x
3258;239;101;101;Awa;x
3259;65;89;195;Sheki;x
3260;203;75;107;Lakia;x
3261;178;65;195;Derbent;x
3262;97;181;72;Karachay;x
3263;122;22;169;Beishto;x
3264;184;121;224;Sarkel;x
3265;197;106;210;Shir;x
3266;61;140;93;Kalitva;x
3267;236;167;23;Belgorod;x
3268;198;161;71;Yelets;x
3269;239;37;180;BTPRemoved17for116;x
3270;69;197;244;Starodub;x
3271;146;205;43;Bely;x
3272;176;141;170;Eilean Arainn;x
3273;159;108;221;Staraya Rusa;x
3274;56;114;190;Kinlochkilkerran;x
3275;188;47;31;Jura;x
3276;128;159;171;Sergiyev Posad;x
3277;234;66;66;Serpukhov;x
3278;234;39;177;Zalesye;x
3279;183;120;237;Lyskovo;x
3280;190;79;231;Mari;x
3281;243;53;187;Slobodskoy;x
3282;62;128;33;Sukhona;x
3283;195;5;183;Islay;x
3284;227;148;90;Mezen;x
3285;174;150;111;Nenetsia;x
3286;15;117;30;Skye;x
3287;105;225;204;Khazar Sea;x
3288;66;230;232;Khvalyn Sea;x
3289;59;182;183;Mazandaran Sea;x
3290;142;31;212;Mozhaisk;x
3291;114;175;20;Oskol;x
3292;165;60;181;Dortmund;x
3293;24;140;12;Selonia;x
3294;227;101;101;Valtellina;x
3295;213;89;209;Viterbo;x
3296;234;0;21;Uist;x
3297;213;102;209;Valassko;x
3298;223;164;175;Dingwall;x
3299;246;175;65;Torhout;x
3300;120;172;116;San_Marino;x
3301;219;166;64;Dorogobuzhii;x
3302;10;116;7;Bakhmut;x
3303;103;253;255;Mologa;x
3304;219;32;114;UnusedLand114;
3305;219;32;115;UnusedLand115;
3306;219;32;116;UnusedLand116;
3307;219;32;117;UnusedLand117;
3308;219;32;118;UnusedLand118;
3309;219;32;119;UnusedLand119;
3310;219;32;120;UnusedLand120;
3311;219;32;121;UnusedLand121;
3312;219;32;122;UnusedLand122;
3313;219;32;123;UnusedLand123;
3314;219;32;124;UnusedLand124;
3315;219;32;125;UnusedLand125;
3316;219;32;126;UnusedLand126;
3317;219;32;127;UnusedLand127;
3318;219;32;128;UnusedLand128;
3319;219;32;129;UnusedLand129;
3320;219;32;130;UnusedLand130;
3321;219;32;131;UnusedLand131;
3322;219;32;132;UnusedLand132;
3323;219;32;133;UnusedLand133;
3324;219;32;134;UnusedLand134;
3325;219;32;135;UnusedLand135;
3326;219;32;136;UnusedLand136;
3327;219;32;137;UnusedLand137;
3328;219;32;138;UnusedLand138;
3329;219;32;139;UnusedLand139;
3330;219;32;140;UnusedLand140;
3331;219;32;141;UnusedLand141;
3332;219;32;142;UnusedLand142;
3333;219;32;143;UnusedLand143;
3334;219;32;144;UnusedLand144;
3335;219;32;145;UnusedLand145;
3336;219;32;146;UnusedLand146;
3337;219;32;147;UnusedLand147;
3338;219;32;148;UnusedLand148;
3339;219;32;149;UnusedLand149;
3340;219;32;150;UnusedLand150;
3341;219;32;151;UnusedLand151;
3342;219;32;152;UnusedLand152;
3343;219;32;153;UnusedLand153;
3344;219;32;154;UnusedLand154;
3345;219;32;155;UnusedLand155;
3346;219;32;156;UnusedLand156;
3347;219;32;157;UnusedLand157;
3348;219;32;158;UnusedLand158;
3349;219;32;159;UnusedLand159;
3350;219;32;160;UnusedLand160;
3351;219;32;161;UnusedLand161;
3352;219;32;162;UnusedLand162;
3353;219;32;163;UnusedLand163;
3354;219;32;164;UnusedLand164;
3355;219;32;165;UnusedLand165;
3356;219;32;166;UnusedLand166;
3357;219;32;167;UnusedLand167;
3358;219;32;168;UnusedLand168;
3359;219;32;169;UnusedLand169;
3360;219;32;170;UnusedLand170;
3361;219;32;171;UnusedLand171;
3362;219;32;172;UnusedLand172;
3363;219;32;173;UnusedLand173;
3364;219;32;174;UnusedLand174;
3365;219;32;175;UnusedLand175;
3366;219;32;176;UnusedLand176;
3367;219;32;177;UnusedLand177;
3368;219;32;178;UnusedLand178;
3369;219;32;179;UnusedLand179;
3370;219;32;180;UnusedLand180;
3371;219;32;181;UnusedLand181;
3372;219;32;182;UnusedLand182;
3373;219;32;183;UnusedLand183;
3374;219;32;184;UnusedLand184;
3375;219;32;185;UnusedLand185;
3376;219;32;186;UnusedLand186;
3377;219;32;187;UnusedLand187;
3378;219;32;188;UnusedLand188;
3379;219;32;189;UnusedLand189;
3380;219;32;190;UnusedLand190;
3381;219;32;191;UnusedLand191;
3382;219;32;192;UnusedLand192;
3383;219;32;193;UnusedLand193;
3384;219;32;194;UnusedLand194;
3385;219;32;195;UnusedLand195;
3386;219;32;196;UnusedLand196;
3387;219;32;197;UnusedLand197;
3388;219;32;198;UnusedLand198;
3389;219;32;199;UnusedLand199;
3390;219;32;200;UnusedLand200;
3391;219;32;201;UnusedLand201;
3392;219;32;202;UnusedLand202;
3393;219;32;203;UnusedLand203;
3394;219;32;204;UnusedLand204;
3395;219;32;205;UnusedLand205;
3396;219;32;206;UnusedLand206;
3397;219;32;207;UnusedLand207;
3398;219;32;208;UnusedLand208;
3399;219;32;209;UnusedLand209;
3400;219;32;210;UnusedLand210;
3401;219;32;211;UnusedLand211;
3402;219;32;212;UnusedLand212;
3403;219;32;213;UnusedLand213;
3404;219;32;214;UnusedLand214;
3405;219;32;215;UnusedLand215;
3406;219;32;216;UnusedLand216;
3407;219;32;217;UnusedLand217;
3408;219;32;218;UnusedLand218;
3409;219;32;219;UnusedLand219;
3410;219;32;220;UnusedLand220;
3411;219;32;221;UnusedLand221;
3412;219;32;222;UnusedLand222;
3413;219;32;223;UnusedLand223;
3414;219;32;224;UnusedLand224;
3415;219;32;225;UnusedLand225;
3416;219;32;226;UnusedLand226;
3417;219;32;227;UnusedLand227;
3418;219;32;228;UnusedLand228;
3419;219;32;229;UnusedLand229;
3420;219;23;120;RNW;
3421;219;23;121;RNW;
3422;219;23;122;RNW;
3423;219;23;123;RNW;
3424;219;23;124;RNW;
3425;219;23;125;RNW;
3426;219;23;126;RNW;
3427;219;23;127;RNW;
3428;219;23;128;RNW;
3429;219;23;129;RNW;
3430;219;23;130;RNW;
3431;219;23;131;RNW;
3432;219;23;132;RNW;
3433;219;23;133;RNW;
3434;219;23;134;RNW;
3435;219;23;135;RNW;
3436;219;23;136;RNW;
3437;219;23;137;RNW;
3438;219;23;138;RNW;
3439;219;23;139;RNW;
3440;219;23;140;RNW;
3441;219;23;141;RNW;
3442;219;23;142;RNW;
3443;219;23;143;RNW;
3444;219;23;144;RNW;
3445;219;23;145;RNW;
3446;219;23;146;RNW;
3447;219;23;147;RNW;
3448;219;23;148;RNW;
3449;219;23;149;RNW;
3450;219;23;150;RNW;
3451;219;23;151;RNW;
3452;219;23;152;RNW;
3453;219;23;153;RNW;
3454;219;23;154;RNW;
3455;219;23;155;RNW;
3456;219;23;156;RNW;
3457;219;23;157;RNW;
3458;219;23;158;RNW;
3459;219;23;159;RNW;
3460;219;23;160;RNW;
3461;219;23;161;RNW;
3462;219;23;162;RNW;
3463;219;23;163;RNW;
3464;219;23;164;RNW;
3465;219;23;165;RNW;
3466;219;23;166;RNW;
3467;219;23;167;RNW;
3468;219;23;168;RNW;
3469;219;23;169;RNW;
3470;219;23;170;RNW;
3471;219;23;171;RNW;
3472;219;23;172;RNW;
3473;219;23;173;RNW;
3474;219;23;174;RNW;
3475;219;23;175;RNW;
3476;219;23;176;RNW;
3477;219;23;177;RNW;
3478;219;23;178;RNW;
3479;219;23;179;RNW;
3480;219;23;180;RNW;
3481;219;23;181;RNW;
3482;219;23;182;RNW;
3483;219;23;183;RNW;
3484;219;23;184;RNW;
3485;219;23;185;RNW;
3486;219;23;186;RNW;
3487;219;23;187;RNW;
3488;219;23;188;RNW;
3489;219;23;189;RNW;
3490;219;23;190;RNW;
3491;219;23;191;RNW;
3492;219;23;192;RNW;
3493;219;23;193;RNW;
3494;219;23;194;RNW;
3495;219;23;195;RNW;
3496;219;23;196;RNW;
3497;219;23;197;RNW;
3498;219;23;198;RNW;
3499;219;23;199;RNW;
3500;219;23;200;RNW;
3501;219;23;201;RNW;
3502;219;23;202;RNW;
3503;219;23;203;RNW;
3504;219;23;204;RNW;
3505;219;23;205;RNW;
3506;219;23;206;RNW;
3507;219;23;207;RNW;
3508;219;23;208;RNW;
3509;219;24;209;RNW;
3510;219;24;210;RNW;
3511;219;24;211;RNW;
3512;219;24;212;RNW;
3513;219;24;213;RNW;
3514;219;24;214;RNW;
3515;219;24;215;RNW;
3516;219;24;216;RNW;
3517;219;24;217;RNW;
3518;219;24;218;RNW;
3519;219;24;219;RNW;
3520;219;24;220;RNW;
3521;219;24;221;RNW;
3522;219;24;222;RNW;
3523;219;24;223;RNW;
3524;219;24;224;RNW;
3525;219;24;225;RNW;
3526;219;24;226;RNW;
3527;219;24;227;RNW;
3528;219;24;228;RNW;
3529;219;24;229;RNW;
3530;219;24;230;RNW;
3531;219;24;231;RNW;
3532;219;24;232;RNW;
3533;219;24;233;RNW;
3534;219;24;234;RNW;
3535;219;24;235;RNW;
3536;219;24;236;RNW;
3537;219;24;237;RNW;
3538;219;24;238;RNW;
3539;219;24;239;RNW;
3540;219;24;240;RNW;
3541;219;24;241;RNW;
3542;219;24;242;RNW;
3543;219;24;243;RNW;
3544;219;24;244;RNW;
3545;219;24;245;RNW;
3546;219;24;246;RNW;
3547;219;24;247;RNW;
3548;219;24;248;RNW;
3549;219;24;249;RNW;
3550;219;24;150;RNW;
3551;225;25;151;RNW;
3552;225;25;152;RNW;
3553;225;25;153;RNW;
3554;225;25;154;RNW;
3555;225;25;155;RNW;
3556;225;25;156;RNW;
3557;225;25;157;RNW;
3558;225;25;158;RNW;
3559;225;25;159;RNW;
3560;225;25;160;RNW;
3561;225;25;161;RNW;
3562;225;25;162;RNW;
3563;225;25;163;RNW;
3564;225;25;164;RNW;
3565;225;25;165;RNW;
3566;225;25;166;RNW;
3567;225;25;167;RNW;
3568;225;25;168;RNW;
3569;225;25;169;RNW;
3570;225;25;170;RNW;
3571;225;25;171;RNW;
3572;225;25;172;RNW;
3573;225;25;173;RNW;
3574;225;25;174;RNW;
3575;225;25;175;RNW;
3576;225;25;176;RNW;
3577;225;25;177;RNW;
3578;225;25;178;RNW;
3579;225;25;179;RNW;
3580;225;25;180;RNW;
3581;225;25;181;RNW;
3582;225;25;182;RNW;
3583;225;25;183;RNW;
3584;225;25;184;RNW;
3585;225;25;185;RNW;
3586;225;25;186;RNW;
3587;225;25;187;RNW;
3588;225;25;188;RNW;
3589;225;25;189;RNW;
3590;225;25;190;RNW;
3591;225;25;191;RNW;
3592;225;25;192;RNW;
3593;225;25;193;RNW;
3594;225;25;194;RNW;
3595;225;25;195;RNW;
3596;225;25;196;RNW;
3597;225;25;197;RNW;
3598;225;25;198;RNW;
3599;225;25;199;RNW;
3600;225;25;200;RNW;
3601;225;25;201;RNW;
3602;225;25;202;RNW;
3603;225;25;203;RNW;
3604;225;25;204;RNW;
3605;225;25;205;RNW;
3606;225;25;206;RNW;
3607;225;25;207;RNW;
3608;225;25;208;RNW;
3609;225;25;209;RNW;
3610;225;25;210;RNW;
3611;225;25;211;RNW;
3612;225;25;212;RNW;
3613;225;25;213;RNW;
3614;225;25;214;RNW;
3615;225;25;215;RNW;
3616;225;25;216;RNW;
3617;225;25;217;RNW;
3618;225;25;218;RNW;
3619;225;25;219;RNW;
3620;100;10;120;RNW;
3621;100;10;121;RNW;
3622;100;10;122;RNW;
3623;100;10;123;RNW;
3624;100;10;124;RNW;
3625;100;10;125;RNW;
3626;100;10;126;RNW;
3627;100;10;127;RNW;
3628;100;10;128;RNW;
3629;100;10;129;RNW;
3630;100;10;130;RNW;
3631;100;10;131;RNW;
3632;100;10;132;RNW;
3633;100;10;133;RNW;
3634;100;10;134;RNW;
3635;100;10;135;RNW;
3636;100;10;136;RNW;
3637;100;10;137;RNW;
3638;100;10;138;RNW;
3639;100;10;139;RNW;
3640;100;10;140;RNW;
3641;100;10;141;RNW;
3642;100;10;142;RNW;
3643;100;10;143;RNW;
3644;100;10;144;RNW;
3645;100;10;145;RNW;
3646;100;10;146;RNW;
3647;100;10;147;RNW;
3648;100;10;148;RNW;
3649;100;10;149;RNW;
3650;100;10;150;RNW;
3651;100;10;151;RNW;
3652;100;10;152;RNW;
3653;100;10;153;RNW;
3654;100;10;154;RNW;
3655;100;10;155;RNW;
3656;100;10;156;RNW;
3657;100;10;157;RNW;
3658;100;10;158;RNW;
3659;100;10;159;RNW;
3660;100;10;160;RNW;
3661;100;10;161;RNW;
3662;100;10;162;RNW;
3663;100;10;163;RNW;
3664;100;10;164;RNW;
3665;100;10;165;RNW;
3666;100;10;166;RNW;
3667;100;10;167;RNW;
3668;100;10;168;RNW;
3669;100;10;169;RNW;
3670;100;10;170;RNW;
3671;100;10;171;RNW;
3672;100;10;172;RNW;
3673;100;10;173;RNW;
3674;100;10;174;RNW;
3675;100;10;175;RNW;
3676;100;10;176;RNW;
3677;100;10;177;RNW;
3678;100;10;178;RNW;
3679;100;10;179;RNW;
3680;100;10;180;RNW;
